-15.55878921 -2.00178707   
-15.5459895 -1.86243199
-15.51934143 -1.72505094
-15.47911128	-1.59101659
-15.425701	-1.46166817
-15.35964425	-1.33829808
-15.28160106	-1.222139
-15.1923512	-1.11435155
-15.09278643	-1.0160127
-14.98390156	-0.92810503
-14.86678455	-0.85150689                       
-14.74260557	-0.7869836
-14.61260539	-0.73517988
-14.47808293	-0.69661332
-14.34038229	-0.67166927
-14.20087933	-0.66059696
-14.06096792	-0.66350702
-13.922046	-0.68037038
-13.78550164	-0.71101854
-13.65269914	-0.75514528
-13.58	    -0.78
-12	        -1.38
-10	        -1.87
-8	        -2.1
-6	        -2.1
-4	        -1.89
-2	        -1.49                
0	        -0.92
2	        -0.18
4	         0.7
6	         1.71
8	         2.82
10	         3.99
12	         5.19
14	         6.39
16	         7.59
18	         8.79
18.84757695	9.30160468
18.89192658	9.32464871
18.93835522	9.34315004
18.98639895	9.35692382
19.03557775	9.36583241
19.08540024	9.3697868
19.1353686	9.36874749
19.18498357	9.36272487
19.23374941	9.35177909
19.28117888	9.33601954
19.32679806	9.31560368
19.37015115	9.29073549
19.41080498	9.26166346
19.44835335	9.22867805
19.48242109	9.19210884
19.51266781	9.15232124
19.53879128	9.10971277
19.5605305	9.06470917
19.57766824	9.0177601
19.59003329	8.96933466
19.59750208	8.91991671
19.6	        8.87
19.59750208	8.82008329
19.59003329	8.77066534
19.57766824	8.7222399
19.5605305	8.67529083
19.53879128	8.63028723
19.51266781	8.58767876
19.48242109	8.54789116
19.44835335	8.51132195
19.42	    8.49
18	        7.3
16	        5.62
14	        3.94
12	        2.26
10	        0.58
8	        -1.07
6	        -2.64
4	        -4.03
2	        -5.21
0	        -6.16
-2	        -6.85
-4	        -7.28
-6	        -7.43
-8	        -7.29
-10	        -6.81
-12	        -5.92
-14	        -4.41
-15.32	    -2.84
-15.34734004	-2.8017706
-15.41546178	-2.67952862
-15.47103936	-2.55109652
-15.51351747	-2.41775754
-15.54247168	-2.28084397
-15.55761269	-2.1417238
-15.55878921	-2.00178707
